row_id,task,label,variety_name,source_name,text,text_norm
3613,sentiment,1,en-IN,Google,"Very beautiful and peace place, but not as expected, we planned trip to this for swimming but the water is too dusty and not smelling well that s why not able to jump from those big stairs and swim but yeah a good architecturel place also a temple of shiva here, visit in the evening and seat for a 30 minutes lap you will be blessed with, and if you love music bring your buds here so that you can combine music and view","Very beautiful and peace place, but not as expected, we planned trip to this for swimming but the water is too dusty and not smelling well that s why not able to jump from those big stairs and swim but yeah a good architecturel place also a temple of shiva here, visit in the evening and seat for a <num> minutes lap you will be blessed with, and if you love music bring your buds here so that you can combine music and view"
7082,sentiment,1,en-UK,Google,The food was tasty and the portions were good too for the price. Gets really busy and noisy( gave me the feel of India) they also have a bar that serve beer. Toilets including for baby nappy change and disable toilets Overall good experience just the food wait was longer than 20 mins for two Bombay thali that I ordered. The staff are kind and helpful. Will visit next time for their breakfast Their mango lassi was my fav,The food was tasty and the portions were good too for the price. Gets really busy and noisy( gave me the feel of India) they also have a bar that serve beer. Toilets including for baby nappy change and disable toilets Overall good experience just the food wait was longer than <num> mins for two Bombay thali that I ordered. The staff are kind and helpful. Will visit next time for their breakfast Their mango lassi was my fav
3510,sentiment,1,en-IN,Google,"I am regularly visit here once in a week, Karan is so humble & respectfully deliver the customer expectations. He is so deadly dedicated towards his job.","I am regularly visit here once in a week, Karan is so humble & respectfully deliver the customer expectations. He is so deadly dedicated towards his job."
6506,sentiment,1,en-UK,Google,"Nice displays, includes models and some you can sit inside. Steps going down to the museum. Has parking and near the East Lancs Railway.","Nice displays, includes models and some you can sit inside. Steps going down to the museum. Has parking and near the East Lancs Railway."
7220,sentiment,1,en-UK,Google,Me and my mum visited and really enjoyed it. The staff were really helpful half decent coffee with dairy milk alternatives and we got our finished items via post less than a week later. They wrapped them well so they arrived unbroken. It did get busy and I did feel like I could have used an extra 30mins to work on my masterpiece but we enjoyed our experience! Recommend!,Me and my mum visited and really enjoyed it. The staff were really helpful half decent coffee with dairy milk alternatives and we got our finished items via post less than a week later. They wrapped them well so they arrived unbroken. It did get busy and I did feel like I could have used an extra 30mins to work on my masterpiece but we enjoyed our experience! Recommend!
6107,sentiment,1,en-UK,Google,Very nice rooms. Spacious. I was also provided with an extra portable heater on request when I felt cold despite the room heater. Nice view from room. No mini fridge in room was a drawback. I have had a fridge in similar type of rooms when booked elsewhere within Manchester.,Very nice rooms. Spacious. I was also provided with an extra portable heater on request when I felt cold despite the room heater. Nice view from room. No mini fridge in room was a drawback. I have had a fridge in similar type of rooms when booked elsewhere within Manchester.
4351,sentiment,1,en-IN,Google,"On the travel from Trissur to Calicut, because of the road work happening, it had become very difficult to find a good stop for a coffee. We were a little irritated but again dint want to spoil our mood for a dinner. Calicut is know for its different varieties of food served, halwa, juices, and snacks. We stopped near Dakshin, which when enquired with friends, many of them suggested the place. We had to wait for some empty seats, self service it was, making the order took some time, then waiting at the counter for the food also took sometime. The food was ok there, I thought the hype was a little more for that place. Porotta were good, kerala porotta( how can it be bad). It was served with channa masala, and then dosa and tea to end dinner. I would search for better places here and I am sure there will be many more in Calicut.","On the travel from Trissur to Calicut, because of the road work happening, it had become very difficult to find a good stop for a coffee. We were a little irritated but again dint want to spoil our mood for a dinner. Calicut is know for its different varieties of food served, halwa, juices, and snacks. We stopped near Dakshin, which when enquired with friends, many of them suggested the place. We had to wait for some empty seats, self service it was, making the order took some time, then waiting at the counter for the food also took sometime. The food was ok there, I thought the hype was a little more for that place. Porotta were good, kerala porotta( how can it be bad). It was served with channa masala, and then dosa and tea to end dinner. I would search for better places here and I am sure there will be many more in Calicut."
913,sentiment,1,en-AU,Google,A nice place to eat-restaurant at the back and relaxed dining at the front. Service is always great and the food is tasty. Full menu or pizza / pasta options. Not really a place for young families but a good venue for groups.,A nice place to eat-restaurant at the back and relaxed dining at the front. Service is always great and the food is tasty. Full menu or pizza / pasta options. Not really a place for young families but a good venue for groups.
791,sentiment,1,en-AU,Google,"How my god, to be honest is the best takeaway ever in my life","How my god, to be honest is the best takeaway ever in my life"
333,sentiment,1,en-AU,Google,"Pizza was great. Very classic meat lover pizza with lots of sauce and the best crust. Potato gems were hot but also stale. Not sure how they were cooked. Service was excellent. Very hard to find parking for pick up! Even on a Tuesday afternoon. Also a great deal. 21 got me a large pizza, large soft drink and one side.","Pizza was great. Very classic meat lover pizza with lots of sauce and the best crust. Potato gems were hot but also stale. Not sure how they were cooked. Service was excellent. Very hard to find parking for pick up! Even on a Tuesday afternoon. Also a great deal. <num> got me a large pizza, large soft drink and one side."
4231,sentiment,1,en-IN,Google,I had order quarter Arabian Mandi for takeaway after seeing review I ordered from there it was very nice Mandi even quarter was sufficient for 2 ppl according to me as I do n't have big appetite in all its a worth giving a try for me next time will surely visit the place for dining,I had order quarter Arabian Mandi for takeaway after seeing review I ordered from there it was very nice Mandi even quarter was sufficient for <num> ppl according to me as I do n't have big appetite in all its a worth giving a try for me next time will surely visit the place for dining
3673,sentiment,1,en-IN,Google,"Breif About: The story begins in 1994, when they opened the doors to the first Executive Centre. They welcomed ambitious professionals and industry leaders who were looking for more than just an office space. They were looking for a place for their organisations to thrive. By providing consistent support and unparalleled service, they cultivated an environment that was designed for success. Since then they have learned about the varying demands of different businesses. They have used this knowledge to build an expanding global network of success that spans across Greater China, Southeast Asia, North Asia, India, Sri Lanka, the Middle East, and Australia, with sights to go further and grow faster. Each Executive Centre offers a prestigious address with the advanced infrastructure to pre-empt, meet, and exceed the needs of our ambitious Members. Walking with them through every milestone and achievement; empowering them to succeed.","Breif About: The story begins in <num>, when they opened the doors to the first Executive Centre. They welcomed ambitious professionals and industry leaders who were looking for more than just an office space. They were looking for a place for their organisations to thrive. By providing consistent support and unparalleled service, they cultivated an environment that was designed for success. Since then they have learned about the varying demands of different businesses. They have used this knowledge to build an expanding global network of success that spans across Greater China, Southeast Asia, North Asia, India, Sri Lanka, the Middle East, and Australia, with sights to go further and grow faster. Each Executive Centre offers a prestigious address with the advanced infrastructure to pre-empt, meet, and exceed the needs of our ambitious Members. Walking with them through every milestone and achievement; empowering them to succeed."
6855,sentiment,1,en-UK,Google,Table for six Wednesday at 6 pm. Restaurant was quite on arrival. Pleasant welcome from staff member. Great service relaxed not rushed. Food arrived promptly as did the ordered drinks and was very nice. Could not fault this restaurant that had filled up and was busy when we left.,Table for six Wednesday at <num> pm. Restaurant was quite on arrival. Pleasant welcome from staff member. Great service relaxed not rushed. Food arrived promptly as did the ordered drinks and was very nice. Could not fault this restaurant that had filled up and was busy when we left.
7207,sentiment,1,en-UK,Google,"First visit today with the kids to watch elemental, staff were all dressed up for national cinema day and were helpful. We were in screen 4 and it was clean and tidy. Seats were comfortable and the kids really enjoyed the movie and snacks, we will be visiting again soon!","First visit today with the kids to watch elemental, staff were all dressed up for national cinema day and were helpful. We were in screen <num> and it was clean and tidy. Seats were comfortable and the kids really enjoyed the movie and snacks, we will be visiting again soon!"
6316,sentiment,1,en-UK,Google,Always great food from here no matter which restaurant I go to. Staff were friendly but did have to wait a while for food which was unlike them normally.,Always great food from here no matter which restaurant I go to. Staff were friendly but did have to wait a while for food which was unlike them normally.
6820,sentiment,1,en-UK,Google,Booked the hotel as we were going to a concert at the utilita arena. It was just a few minutes walk away as was new street station so the location was perfect. Nice clean room with a great shower. Only small complaint would be the pillows were uncomfortable but that's all. Complimentary coffee machine downstairs and nice staff. Would definitely book there again,Booked the hotel as we were going to a concert at the utilita arena. It was just a few minutes walk away as was new street station so the location was perfect. Nice clean room with a great shower. Only small complaint would be the pillows were uncomfortable but that's all. Complimentary coffee machine downstairs and nice staff. Would definitely book there again
7421,sentiment,1,en-UK,Google,Called through an order then collected the prompt with clean premises.,Called through an order then collected the prompt with clean premises.
189,sentiment,1,en-AU,Google,"I always found this place to be quick and easy for weekend, weeknight food runs. I probably had meals been great and 1 bad one that just missed the mark. Staff are really quick to the counter and friendly to interact with. I still go here in the future. Minor caution; I have found the chilli sauce I ordered for my HSP to be bit hotter than others I tried, but I enjoy it. So just a warning for the people with a weak rear hole that would suffer the next day. I really like the kababs no complaints there.","I always found this place to be quick and easy for weekend, weeknight food runs. I probably had meals been great and <num> bad one that just missed the mark. Staff are really quick to the counter and friendly to interact with. I still go here in the future. Minor caution; I have found the chilli sauce I ordered for my HSP to be bit hotter than others I tried, but I enjoy it. So just a warning for the people with a weak rear hole that would suffer the next day. I really like the kababs no complaints there."
6320,sentiment,1,en-UK,Google,A little dated in places but you ca n't fail to be amazed by the grandeur and history of this magnificent building. The Grand Lounge is an amazing space that would not look out of place in an old film set. Many TV shows and films have been filmed here and you can see why.,A little dated in places but you ca n't fail to be amazed by the grandeur and history of this magnificent building. The Grand Lounge is an amazing space that would not look out of place in an old film set. Many TV shows and films have been filmed here and you can see why.
3379,sentiment,1,en-IN,Google,The Food is really good even tho it packaged Food if you order online do n't expect it to be good it good only when you go there and Dine in the place is small but the vibes are good Or when you order it online tell them not to put it in the oven and send the Raw directly so that you can put it in the oven and have it fresh,The Food is really good even tho it packaged Food if you order online do n't expect it to be good it good only when you go there and Dine in the place is small but the vibes are good Or when you order it online tell them not to put it in the oven and send the Raw directly so that you can put it in the oven and have it fresh
6345,sentiment,1,en-UK,Google,"Interesting shared exhibition space, mezzanine restaurant, BBC local radio station and other things l did n't get to see. I would n't say it was easy access throughout for wheelchair users or the less mobile as there are many angular turns from one area to another but there are lifts that bring you up from the car parking area directly to the mezzanine. I photographed some interesting cross reflections that make St Peters church look like a space ship is landing nearby. It's a very pleasant view and l imagine it's a great place to launch an exploration of Norwich from.","Interesting shared exhibition space, mezzanine restaurant, BBC local radio station and other things l did n't get to see. I would n't say it was easy access throughout for wheelchair users or the less mobile as there are many angular turns from one area to another but there are lifts that bring you up from the car parking area directly to the mezzanine. I photographed some interesting cross reflections that make St Peters church look like a space ship is landing nearby. It's a very pleasant view and l imagine it's a great place to launch an exploration of Norwich from."
3714,sentiment,0,en-IN,Google,Biryani tastes good but half of the items on the app is not available all the time and.,Biryani tastes good but half of the items on the app is not available all the time and.
7675,sentiment,1,en-UK,Google,"I was visiting here more as a tourist and not a regular library user. It is a very nice library, architecturally. And especially the Shakespear library was a key feature of interest due to its history. There are several viewing points( albeit the views are a bit underwhelming)","I was visiting here more as a tourist and not a regular library user. It is a very nice library, architecturally. And especially the Shakespear library was a key feature of interest due to its history. There are several viewing points( albeit the views are a bit underwhelming)"
3591,sentiment,1,en-IN,Google,South Indian food is served here. They are known for their bajji / bonda and other fried items. Staff is polite. Closed on Sundays. One of the popular restaurants in the area. Parking is by roadside. Food is decent.,South Indian food is served here. They are known for their bajji / bonda and other fried items. Staff is polite. Closed on Sundays. One of the popular restaurants in the area. Parking is by roadside. Food is decent.
162,sentiment,1,en-AU,Google,"Free entry, plenty of parking. Convenient location. I really like the little seats that we can use for observing the artworks.","Free entry, plenty of parking. Convenient location. I really like the little seats that we can use for observing the artworks."
3054,sentiment,1,en-IN,Google,Value for money thali. 120 rupees. garam chapatis. owner constantly visited us during lunch to see if we need something. Overall good experience. Food quality was more than average.,Value for money thali. <num> rupees. garam chapatis. owner constantly visited us during lunch to see if we need something. Overall good experience. Food quality was more than average.
3927,sentiment,1,en-IN,Google,"Really great place to eat out. Amazing location. Power went off, we had our food in lights of emergency devices and it was nostalgic. We roamed around the place in moonlight. Food is good, we had some orange flakes drink, it was great.","Really great place to eat out. Amazing location. Power went off, we had our food in lights of emergency devices and it was nostalgic. We roamed around the place in moonlight. Food is good, we had some orange flakes drink, it was great."
6279,sentiment,1,en-UK,Google,"My first lamb dinner on a Friday and definitely not my last. Ordered over beforehand and picked up on time. Super fresh, super tasty and filled me up. I'd recommend no mint sauce personally as I thought it was a bit too much but a very tasty lunch.","My first lamb dinner on a Friday and definitely not my last. Ordered over beforehand and picked up on time. Super fresh, super tasty and filled me up. I'd recommend no mint sauce personally as I thought it was a bit too much but a very tasty lunch."
395,sentiment,0,en-AU,Google,Special request order instructions ignored( asked for no tomato due to allergy). The person taking orders made it clear they did not like their job. Burger was sloppily thrown together. It was fast service though. And the food was hot,Special request order instructions ignored( asked for no tomato due to allergy). The person taking orders made it clear they did not like their job. Burger was sloppily thrown together. It was fast service though. And the food was hot
3490,sentiment,0,en-IN,Google,Would have been much better if more of ethnic or local cuisine was available. South indian Dosa they provide is atrocious & it contains heavy amount of caustic soda. You have to survive acidity.,Would have been much better if more of ethnic or local cuisine was available. South indian Dosa they provide is atrocious & it contains heavy amount of caustic soda. You have to survive acidity.
911,sentiment,1,en-AU,Google,"Customer service was great, funny, happy and helpful. Very clean and safe environment. We'll be back.","Customer service was great, funny, happy and helpful. Very clean and safe environment. We'll be back."
7001,sentiment,0,en-UK,Google,"I had the regular breakfast with tea, and it cost just under 13. For that price-and we're in Bolton, remember-I expected better:-eggs were not seasoned, and there was no black pepper on the table-beans were close to being cold-bacon and sausage were both very good-hash browns were limp and moist, likely to have just come out of a microwave-ketchup came in plastic sachets, which is n't what you expect when paying 10 for the food alone. Service was neither here nor there. Average, no problems. It seems like a nice place overall, but they could do with getting the details right. Improve the beans and hash browns and you'd have a good breakfast for fair value. Just not good enough, to be honest. It was n't even busy when I visited.","I had the regular breakfast with tea, and it cost just under <num>. For that price-and we're in Bolton, remember-I expected better:-eggs were not seasoned, and there was no black pepper on the table-beans were close to being cold-bacon and sausage were both very good-hash browns were limp and moist, likely to have just come out of a microwave-ketchup came in plastic sachets, which is n't what you expect when paying <num> for the food alone. Service was neither here nor there. Average, no problems. It seems like a nice place overall, but they could do with getting the details right. Improve the beans and hash browns and you'd have a good breakfast for fair value. Just not good enough, to be honest. It was n't even busy when I visited."
40,sentiment,0,en-AU,Google,"2 days ago I bought milk and bread. The next morning opened and it was mouldy. Took it back and the owner said he did nt believe me & that I could have left it in the car. I said we buy lots of things here, why would I bring bread back in ? He said even with a receipt he would n't change it. It left me quite upset.","<num> days ago I bought milk and bread. The next morning opened and it was mouldy. Took it back and the owner said he did nt believe me & that I could have left it in the car. I said we buy lots of things here, why would I bring bread back in ? He said even with a receipt he would n't change it. It left me quite upset."
866,sentiment,1,en-AU,Google,Wonderful food and service! Stopped by on a Friday night and were surprised there was no other diners. We tried quite a few different dishes with medium heat. They were all fresh and delicious. My favourite was the spinach saag and steamed momo. Definitely worth visiting by if you're in Bunbury.,Wonderful food and service! Stopped by on a Friday night and were surprised there was no other diners. We tried quite a few different dishes with medium heat. They were all fresh and delicious. My favourite was the spinach saag and steamed momo. Definitely worth visiting by if you're in Bunbury.
7602,sentiment,1,en-UK,Google,Nice evening walk around the docks. Plenty of narrowboats to see on the water.,Nice evening walk around the docks. Plenty of narrowboats to see on the water.
7470,sentiment,1,en-UK,Google,"Great pub, near the Cleveland Centre. The beer is decent priced, lovely beer garden, staff are friendly. Would come here again. Never had a meal here so left it blank.","Great pub, near the Cleveland Centre. The beer is decent priced, lovely beer garden, staff are friendly. Would come here again. Never had a meal here so left it blank."
7810,sentiment,1,en-UK,Google,"Decent place for some tasty vegan food, Peirogi was nice, did nt feel 100 % after the chips though, friendly service and great music genres playing in the background like rock, grunge, alternative etc. Menu could be bigger, with maybe some cheaper options as only got 2 peirogis for 8, they were tasty thankfully","Decent place for some tasty vegan food, Peirogi was nice, did nt feel <num> % after the chips though, friendly service and great music genres playing in the background like rock, grunge, alternative etc. Menu could be bigger, with maybe some cheaper options as only got <num> peirogis for <num>, they were tasty thankfully"
3482,sentiment,1,en-IN,Google,Home made food taste in economic rate and good for PG.,Home made food taste in economic rate and good for PG.
6179,sentiment,1,en-UK,Google,"Lovely establishment with old world charm and great history. Kathryn was amazing when I tripped on a step and almost broke my nose and hurt my hand. She was quick to respond and got the ice. She followed up on the incident report which I was grateful for. The other staff, Di, Jane and Briarleigh were also wonderful. Food was amazing. Compliments to the chef. Highly recommend this venue.","Lovely establishment with old world charm and great history. Kathryn was amazing when I tripped on a step and almost broke my nose and hurt my hand. She was quick to respond and got the ice. She followed up on the incident report which I was grateful for. The other staff, Di, Jane and Briarleigh were also wonderful. Food was amazing. Compliments to the chef. Highly recommend this venue."
7581,sentiment,1,en-UK,Google,"A fine place, The Distillers in Hammersmith offers a good range of both cask and keg beers. Service swift and sharp, polite and efficient. There is a burger menu with plenty of other options including all sorts for the grazers amongst us. A small beer garden area outside. A good place to visit.","A fine place, The Distillers in Hammersmith offers a good range of both cask and keg beers. Service swift and sharp, polite and efficient. There is a burger menu with plenty of other options including all sorts for the grazers amongst us. A small beer garden area outside. A good place to visit."
60,sentiment,0,en-AU,Google,"Ordered scrambled eggs on toast-for 1 piece of wholemeal bread with eggs and terrible relish. When asked if that normal the waiter was very dismissive, trying to walk away as I was explaining I thought there should be 2 pieces( and at least some home made relish)-especially if they are going to advertise on their ordering app that is comes as 2 pieces. False advertising. Poor service. Poor value.","Ordered scrambled eggs on toast-for <num> piece of wholemeal bread with eggs and terrible relish. When asked if that normal the waiter was very dismissive, trying to walk away as I was explaining I thought there should be <num> pieces( and at least some home made relish)-especially if they are going to advertise on their ordering app that is comes as <num> pieces. False advertising. Poor service. Poor value."
6510,sentiment,1,en-UK,Google,"Really nice cafe, staff are friendly and service quick. There's plenty of seating both inside and out, plus a range of seating to accommodate most requirements.","Really nice cafe, staff are friendly and service quick. There's plenty of seating both inside and out, plus a range of seating to accommodate most requirements."
3582,sentiment,1,en-IN,Google,"A nice restaurant that serves gujarati and punjabi, I found the food to be average, wo n't say its mouth watering but still a better bet in the area. The staff is polite and courteous, the service is almost prompt.","A nice restaurant that serves gujarati and punjabi, I found the food to be average, wo n't say its mouth watering but still a better bet in the area. The staff is polite and courteous, the service is almost prompt."
4308,sentiment,1,en-IN,Google,"Good place for snacks and beverages, staff is quiet supportive and friendly and majorly the vibes here is awesome","Good place for snacks and beverages, staff is quiet supportive and friendly and majorly the vibes here is awesome"
149,sentiment,0,en-AU,Google,Very expensive and it took quite a while to get food. Also the edge of my pizza was burned and enough to really affect the taste. I was disappointed. I still gave it 4 stars because the entree was good and most of our group had a good meal I just got the unlucky burned pizza. I could almost accept that at a cheap joint but prices here are up there so they need to back their quality.,Very expensive and it took quite a while to get food. Also the edge of my pizza was burned and enough to really affect the taste. I was disappointed. I still gave it <num> stars because the entree was good and most of our group had a good meal I just got the unlucky burned pizza. I could almost accept that at a cheap joint but prices here are up there so they need to back their quality.
3910,sentiment,1,en-IN,Google,I loved a lot bulky Quantity highly appreciated road side dhaba Accepting online payments Ready to eat BIRYANI Excellent service Tea Nasta Desserts available Including water bottles & Parking lot for HMV & LMV HIGHLY RECOMMENDED TO VISIT ONCE,I loved a lot bulky Quantity highly appreciated road side dhaba Accepting online payments Ready to eat BIRYANI Excellent service Tea Nasta Desserts available Including water bottles & Parking lot for HMV & LMV HIGHLY RECOMMENDED TO VISIT ONCE
3865,sentiment,1,en-IN,Google,"Surve Famous Brand Of Non Veg Food Of Satara........ Choose Their Any Food From Menu And You Wo n't Get Disappointed At All........ This Hotel Is Very Spacious & Nicely Cleaned....... At Week Ends At Night, This Hotel Is Crowded & Few Times They Run Out Of Their Famous Special Chicken & Mutton Thali........ Also Service Is Fast But At Week Ends, Service Gets Slow & Waiting Is Long Say For 20 To 30 Minutes To Get Your Seat......... There Food Is Very Delicious & Material Used For Cooking Is Fresh & Of Good Quality........ Also All Food Are Very Well Balanced In Spice & Oiliness....... I Tried Their Special Chicken Thali, Mutton Thali & Kheema Thali....... Chicken, Mutton Was Nicely Cooked & Tasty....... Chicken & Mutton Curry Also Was Very Tasy & Nicely Balanced In Spice & Oiliness........ Must Try Their Kheema........ It Was Delicious....... They Serve Bhakri & Chapati........ I Recommend Bhakari With Thali......... Foodie Gang, Must Visit This Place For Very Delicious & Authentic Non Veg Food","Surve Famous Brand Of Non Veg Food Of Satara........ Choose Their Any Food From Menu And You Wo n't Get Disappointed At All........ This Hotel Is Very Spacious & Nicely Cleaned....... At Week Ends At Night, This Hotel Is Crowded & Few Times They Run Out Of Their Famous Special Chicken & Mutton Thali........ Also Service Is Fast But At Week Ends, Service Gets Slow & Waiting Is Long Say For <num> To <num> Minutes To Get Your Seat......... There Food Is Very Delicious & Material Used For Cooking Is Fresh & Of Good Quality........ Also All Food Are Very Well Balanced In Spice & Oiliness....... I Tried Their Special Chicken Thali, Mutton Thali & Kheema Thali....... Chicken, Mutton Was Nicely Cooked & Tasty....... Chicken & Mutton Curry Also Was Very Tasy & Nicely Balanced In Spice & Oiliness........ Must Try Their Kheema........ It Was Delicious....... They Serve Bhakri & Chapati........ I Recommend Bhakari With Thali......... Foodie Gang, Must Visit This Place For Very Delicious & Authentic Non Veg Food"
691,sentiment,1,en-AU,Google,"We had a blast at Max on Hardware for dinner on a bustling public holiday! Got ta give props to the staff for squeezing us in when every table was taken. This spot gets crazy busy, but trust me, it's worth it! The food is delicious, portions are huge, and prices are reasonable. Plus, the vibe is super chill. And when there's a busker jamming outside while you're dining al fresco, it takes the experience to a whole new level!","We had a blast at Max on Hardware for dinner on a bustling public holiday! Got ta give props to the staff for squeezing us in when every table was taken. This spot gets crazy busy, but trust me, it's worth it! The food is delicious, portions are huge, and prices are reasonable. Plus, the vibe is super chill. And when there's a busker jamming outside while you're dining al fresco, it takes the experience to a whole new level!"
3724,sentiment,1,en-IN,Google,"Nice food and good taste.. I went for the breakfast.. hot and spicy, tasty food.. Side dish is mandatory along with your main dish.. then only it is served.. worth eating","Nice food and good taste.. I went for the breakfast.. hot and spicy, tasty food.. Side dish is mandatory along with your main dish.. then only it is served.. worth eating"
3149,sentiment,1,en-IN,Google,Studio cafe has good ambience along with food that has imroved after its launch in 2021. Earlies the quality was not consistent and many did n't preferred it but after its re opened the food has been brilliant.,Studio cafe has good ambience along with food that has imroved after its launch in <num>. Earlies the quality was not consistent and many did n't preferred it but after its re opened the food has been brilliant.
3213,sentiment,1,en-IN,Google,Must try sandwich and paragu attaklu( curd poha). Almost all the chats are good and must try once. 5 * if little more hygiene maintained.,Must try sandwich and paragu attaklu( curd poha). Almost all the chats are good and must try once. <num> * if little more hygiene maintained.
7754,sentiment,1,en-UK,Google,"One of our favourite pubs. We love the cosy inside seating more, but the outside seating is also great. They have a nice backyard seating too. Friendly staff. We also love the food here. The fish platter and the loaded nachos our favourites. The Scotch eggs, though not with runny yolks, were decent.","One of our favourite pubs. We love the cosy inside seating more, but the outside seating is also great. They have a nice backyard seating too. Friendly staff. We also love the food here. The fish platter and the loaded nachos our favourites. The Scotch eggs, though not with runny yolks, were decent."
7246,sentiment,1,en-UK,Google,A beautiful peaceful atmosphere from the magnificent stained glass windows above the Alter as you enter.,A beautiful peaceful atmosphere from the magnificent stained glass windows above the Alter as you enter.
4136,sentiment,1,en-IN,Google,Good service........ And cake taste was excellent.......,Good service........ And cake taste was excellent.......
133,sentiment,0,en-AU,Google,Has not offered ' permanent ' chocolate soft serve for the past 3 months. ' Sorry it is n't working ' falls apart after a couple months. Owner obviously too cheap to buy the equipment to bring the store up to scratch. Do n't bother if you want chocolate soft serve.,Has not offered ' permanent ' chocolate soft serve for the past <num> months. ' Sorry it is n't working ' falls apart after a couple months. Owner obviously too cheap to buy the equipment to bring the store up to scratch. Do n't bother if you want chocolate soft serve.
401,sentiment,0,en-AU,Google,"Ordered for a special birthday meal. Cold food for dishes( including 3 meat dishes) we ordered and congealed cornflour on the beef in cashews so the whole thing looked grey, gluey and uncooked. We're not fussy eaters but had to leave 2 dishes completely untouched. The honey chicken & fried rice were the only dish that seemed to be properly cooked. Really disappointing and not good enough for 105.","Ordered for a special birthday meal. Cold food for dishes( including <num> meat dishes) we ordered and congealed cornflour on the beef in cashews so the whole thing looked grey, gluey and uncooked. We're not fussy eaters but had to leave <num> dishes completely untouched. The honey chicken & fried rice were the only dish that seemed to be properly cooked. Really disappointing and not good enough for <num>."
2862,sentiment,1,en-IN,Google,I love the place the I love the place the wipes at the place for very very good it was very very well crowded and very well manage because very efficient it has a nice view from the gallery outside it's located on the street where you will find the lots of outlets in front Hospital the food was a few and we enjoy over time.,I love the place the I love the place the wipes at the place for very very good it was very very well crowded and very well manage because very efficient it has a nice view from the gallery outside it's located on the street where you will find the lots of outlets in front Hospital the food was a few and we enjoy over time.
539,sentiment,1,en-AU,Google,"Nice budget pasta find, tasty, quick & hit the spot. Takeaway Good value, we did dine in for a little more Overall very happy.","Nice budget pasta find, tasty, quick & hit the spot. Takeaway Good value, we did dine in for a little more Overall very happy."
3539,sentiment,1,en-IN,Google,"The food was delicious, but it took about 15 minutes. We ordered a New York style burger with french fries sides, frappe coffee and chocolate pie. Burger and cold coffee took almost 15 minutes to be served and pie took almost 45 minutes. But the pie was very fresh and smooth. Pie was available but not fresh so they asked us to wait till fresh pie to be delivered. It's a very kind nature to inform the customer. The total bill was around 500 for 2 people. I highly recommend this place for a quick bite with friends and colleagues.","The food was delicious, but it took about <num> minutes. We ordered a New York style burger with french fries sides, frappe coffee and chocolate pie. Burger and cold coffee took almost <num> minutes to be served and pie took almost <num> minutes. But the pie was very fresh and smooth. Pie was available but not fresh so they asked us to wait till fresh pie to be delivered. It's a very kind nature to inform the customer. The total bill was around <num> for <num> people. I highly recommend this place for a quick bite with friends and colleagues."
513,sentiment,1,en-AU,Google,Fresh and sumptuous but...... the hot and spicy chicken pizza was not spicy. The pizza was thick and fresh. They got Buy 1 get 1 free on large pizzas on Tuesday.,Fresh and sumptuous but...... the hot and spicy chicken pizza was not spicy. The pizza was thick and fresh. They got Buy <num> get <num> free on large pizzas on Tuesday.
314,sentiment,1,en-AU,Google,"A buzzing hub of activity at a lovely cafe. Not the cheapest place I've been to, but the coffee was excellent, the banana bread was really elevated by the passion fruit curd, and there was a generous amount of bacon on the roll, so that was fine.","A buzzing hub of activity at a lovely cafe. Not the cheapest place I've been to, but the coffee was excellent, the banana bread was really elevated by the passion fruit curd, and there was a generous amount of bacon on the roll, so that was fine."
144,sentiment,0,en-AU,Google,"Disappointed. Ordered two large special fried rice and two prawn chips. The large special fried rice came in what every other Chinese shop classes as a small take away container. Almost 19 each and barely had enough to fit on five plates. The prawn chips 1 a pack and came in a small white paper snack bag and they were stale and old and tasted like fish. For the price we paid and the quality of food we received( Luke warm rice at best) we are not happy. Second time ordering and the first time was not any better. If the prices were n't so high I would n't complain, but seriously this was ridiculous.","Disappointed. Ordered two large special fried rice and two prawn chips. The large special fried rice came in what every other Chinese shop classes as a small take away container. Almost <num> each and barely had enough to fit on five plates. The prawn chips <num> a pack and came in a small white paper snack bag and they were stale and old and tasted like fish. For the price we paid and the quality of food we received( Luke warm rice at best) we are not happy. Second time ordering and the first time was not any better. If the prices were n't so high I would n't complain, but seriously this was ridiculous."
7075,sentiment,1,en-UK,Google,Cosmo is a all you can eat style restaurant with foods from all around the world. The dishes all seem to be fresh and rotated quickly due to the restaurant being quite busy. There are a good selection of dishes that cater for all. They also have a nice desert collection and bottom less soft drinks. This is a great restaurant for somebody with a hearty appetite as you never leave this restaurant hungry.,Cosmo is a all you can eat style restaurant with foods from all around the world. The dishes all seem to be fresh and rotated quickly due to the restaurant being quite busy. There are a good selection of dishes that cater for all. They also have a nice desert collection and bottom less soft drinks. This is a great restaurant for somebody with a hearty appetite as you never leave this restaurant hungry.
3075,sentiment,0,en-IN,Google,"The food dishes were tasty, served hot. The seating space is well lit with basement tables too. The interiors are modern with good lighting. Though we had to return a dish due to lack of taste, it was replaced after talking to the restaurant. You will find waiting period as this place is visited by lot of crowd. Parking space could be full as their options are limited.","The food dishes were tasty, served hot. The seating space is well lit with basement tables too. The interiors are modern with good lighting. Though we had to return a dish due to lack of taste, it was replaced after talking to the restaurant. You will find waiting period as this place is visited by lot of crowd. Parking space could be full as their options are limited."
